Date,High,Low,Open,Close,Volume,Adj Close
2016-06-30,95.7699966430664,94.30000305175781,94.44000244140625,95.5999984741211,35836400.0,91.333251953125
2016-07-01,96.47000122070312,95.33000183105469,95.48999786376953,95.88999938964844,26026500.0,91.61030578613281
2016-07-05,95.4000015258789,94.45999908447266,95.38999938964844,94.98999786376953,27705200.0,90.7504653930664
2016-07-06,95.66000366210938,94.37000274658203,94.5999984741211,95.52999877929688,30949100.0,91.2663803100586
2016-07-07,96.5,95.62000274658203,95.69999694824219,95.94000244140625,25139600.0,91.65807342529297
2016-07-08,96.88999938964844,96.05000305175781,96.48999786376953,96.68000030517578,28912100.0,92.36502838134766
2016-07-11,97.6500015258789,96.7300033569336,96.75,96.9800033569336,23794900.0,92.65166473388672
2016-07-12,97.69999694824219,97.12000274658203,97.16999816894531,97.41999816894531,24167500.0,93.07203674316406
2016-07-13,97.66999816894531,96.83999633789062,97.41000366210938,96.87000274658203,25892200.0,92.54656219482422
2016-07-14,98.98999786376953,97.31999969482422,97.38999938964844,98.79000091552734,38919000.0,94.38087463378906
2016-07-15,99.30000305175781,98.5,98.91999816894531,98.77999877929688,30137000.0,94.3713150024414
2016-07-18,100.12999725341797,98.5999984741211,98.69999694824219,99.83000183105469,36493900.0,95.37445068359375
2016-07-19,100.0,99.33999633789062,99.55999755859375,99.87000274658203,23779900.0,95.41266632080078
2016-07-20,100.45999908447266,99.73999786376953,100.0,99.95999908447266,26276000.0,95.4986572265625
2016-07-21,101.0,99.12999725341797,99.83000183105469,99.43000030517578,32702000.0,94.9923095703125
2016-07-22,99.30000305175781,98.30999755859375,99.26000213623047,98.66000366210938,28313700.0,94.25668334960938
2016-07-25,98.83999633789062,96.91999816894531,98.25,97.33999633789062,40382900.0,92.9955825805664
2016-07-26,97.97000122070312,96.41999816894531,96.81999969482422,96.66999816894531,56239800.0,92.3554916381836
2016-07-27,104.3499984741211,102.75,104.2699966430664,102.94999694824219,92344800.0,98.35521697998047
2016-07-28,104.44999694824219,102.81999969482422,102.83000183105469,104.33999633789062,39869800.0,99.68315887451172
2016-07-29,104.55000305175781,103.68000030517578,104.19000244140625,104.20999908447266,27733700.0,99.55897521972656
2016-08-01,106.1500015258789,104.41000366210938,104.41000366210938,106.05000305175781,38167900.0,101.31684875488281
2016-08-02,106.06999969482422,104.0,106.05000305175781,104.4800033569336,33816600.0,99.81692504882812
2016-08-03,105.83999633789062,104.7699966430664,104.80999755859375,105.79000091552734,30202600.0,101.06845092773438
2016-08-04,106.0,105.27999877929688,105.58000183105469,105.87000274658203,27408700.0,101.69281768798828
2016-08-05,107.6500015258789,106.18000030517578,106.2699966430664,107.4800033569336,40553400.0,103.23928833007812
2016-08-08,108.37000274658203,107.16000366210938,107.5199966430664,108.37000274658203,28037200.0,104.09417724609375
2016-08-09,108.94000244140625,108.01000213623047,108.2300033569336,108.80999755859375,26315200.0,104.51681518554688
2016-08-10,108.9000015258789,107.76000213623047,108.70999908447266,108.0,24008500.0,103.73876190185547
2016-08-11,108.93000030517578,107.8499984741211,108.5199966430664,107.93000030517578,27484500.0,103.6715316772461
2016-08-12,108.44000244140625,107.77999877929688,107.77999877929688,108.18000030517578,18660400.0,103.91165924072266
2016-08-15,109.54000091552734,108.08000183105469,108.13999938964844,109.4800033569336,25868200.0,105.1603775024414
2016-08-16,110.2300033569336,109.20999908447266,109.62999725341797,109.37999725341797,33794400.0,105.06431579589844
2016-08-17,109.37000274658203,108.33999633789062,109.0999984741211,109.22000122070312,25356000.0,104.9106216430664
2016-08-18,109.5999984741211,109.0199966430664,109.2300033569336,109.08000183105469,21984700.0,104.77616119384766
2016-08-19,109.69000244140625,108.36000061035156,108.7699966430664,109.36000061035156,25368100.0,105.04511260986328
2016-08-22,109.0999984741211,107.8499984741211,108.86000061035156,108.51000213623047,25820200.0,104.2286605834961
2016-08-23,109.31999969482422,108.52999877929688,108.58999633789062,108.8499984741211,21257700.0,104.55522918701172
2016-08-24,108.75,107.68000030517578,108.56999969482422,108.02999877929688,23675100.0,103.76759338378906
2016-08-25,107.87999725341797,106.68000030517578,107.38999938964844,107.56999969482422,25086200.0,103.32573699951172
2016-08-26,107.94999694824219,106.30999755859375,107.41000366210938,106.94000244140625,27766300.0,102.7205810546875
2016-08-29,107.44000244140625,106.29000091552734,106.62000274658203,106.81999969482422,24970300.0,102.60533142089844
2016-08-30,106.5,105.5,105.80000305175781,106.0,24863900.0,101.81767272949219
2016-08-31,106.56999969482422,105.63999938964844,105.66000366210938,106.0999984741211,29662400.0,101.91373443603516
2016-09-01,106.80000305175781,105.62000274658203,106.13999938964844,106.7300033569336,26701500.0,102.51887512207031
2016-09-02,108.0,106.81999969482422,107.69999694824219,107.7300033569336,26802500.0,103.47942352294922
2016-09-06,108.30000305175781,107.51000213623047,107.9000015258789,107.69999694824219,26880400.0,103.45059204101562
2016-09-07,108.76000213623047,107.06999969482422,107.83000183105469,108.36000061035156,42364300.0,104.08455657958984
2016-09-08,107.2699966430664,105.23999786376953,107.25,105.5199966430664,53002000.0,101.35660552978516
2016-09-09,105.72000122070312,103.12999725341797,104.63999938964844,103.12999725341797,46557000.0,99.06092071533203
2016-09-12,105.72000122070312,102.52999877929688,102.6500015258789,105.44000244140625,45292800.0,101.27976989746094
2016-09-13,108.79000091552734,107.23999786376953,107.51000213623047,107.94999694824219,62176200.0,103.69072723388672
2016-09-14,113.02999877929688,108.5999984741211,108.7300033569336,111.7699966430664,110888700.0,107.36002349853516
2016-09-15,115.7300033569336,113.48999786376953,113.86000061035156,115.56999969482422,89983600.0,111.01008605957031
2016-09-16,116.12999725341797,114.04000091552734,115.12000274658203,114.91999816894531,79886900.0,110.38573455810547
2016-09-19,116.18000030517578,113.25,115.19000244140625,113.58000183105469,47023000.0,109.09860229492188
2016-09-20,114.12000274658203,112.51000213623047,113.05000305175781,113.56999969482422,34514300.0,109.08898162841797
2016-09-21,113.98999786376953,112.44000244140625,113.8499984741211,113.55000305175781,36003200.0,109.06977844238281
2016-09-22,114.94000244140625,114.0,114.3499984741211,114.62000274658203,31074000.0,110.09756469726562
2016-09-23,114.79000091552734,111.55000305175781,114.41999816894531,112.70999908447266,52481200.0,108.26292419433594
2016-09-26,113.38999938964844,111.55000305175781,111.63999938964844,112.87999725341797,29869400.0,108.42622375488281
2016-09-27,113.18000030517578,112.33999633789062,113.0,113.08999633789062,24607400.0,108.62793731689453
2016-09-28,114.63999938964844,113.43000030517578,113.69000244140625,113.94999694824219,29641100.0,109.4540023803711
2016-09-29,113.80000305175781,111.80000305175781,113.16000366210938,112.18000030517578,35887000.0,107.75384521484375
2016-09-30,113.37000274658203,111.80000305175781,112.45999908447266,113.05000305175781,36379100.0,108.58952331542969
2016-10-03,113.05000305175781,112.27999877929688,112.70999908447266,112.5199966430664,21701800.0,108.08041381835938
2016-10-04,114.30999755859375,112.62999725341797,113.05999755859375,113.0,29736800.0,108.5414810180664
2016-10-05,113.66000366210938,112.69000244140625,113.4000015258789,113.05000305175781,21453100.0,108.58952331542969
2016-10-06,114.33999633789062,113.12999725341797,113.69999694824219,113.88999938964844,28779300.0,109.39636993408203
2016-10-07,114.55999755859375,113.51000213623047,114.30999755859375,114.05999755859375,24358400.0,109.55967712402344
2016-10-10,116.75,114.72000122070312,115.0199966430664,116.05000305175781,36236000.0,111.47114562988281
2016-10-11,118.69000244140625,116.19999694824219,117.69999694824219,116.30000305175781,64041000.0,111.71128845214844
2016-10-12,117.9800033569336,116.75,117.3499984741211,117.33999633789062,37586800.0,112.71023559570312
2016-10-13,117.44000244140625,115.72000122070312,116.79000091552734,116.9800033569336,35192400.0,112.36446380615234
2016-10-14,118.16999816894531,117.12999725341797,117.87999725341797,117.62999725341797,35652200.0,112.98880004882812
2016-10-17,117.83999633789062,116.77999877929688,117.33000183105469,117.55000305175781,23624900.0,112.9119644165039
2016-10-18,118.20999908447266,117.44999694824219,118.18000030517578,117.47000122070312,24553500.0,112.83511352539062
2016-10-19,117.76000213623047,113.80000305175781,117.25,117.12000274658203,20034600.0,112.49893188476562
2016-10-20,117.37999725341797,116.33000183105469,116.86000061035156,117.05999755859375,24125800.0,112.4412841796875
